Unnamed: 0,name,hp,hp formula,hp special,ac,ac special,cr,str,dex,con,int,wis,cha,str save,dex save,con save,int save,wis save,cha save,walk,fly,swim,burrow,climb,hover,size,alignment,type,source
1555,War Priest,117,18d8 + 36,-,18,-,9,16,10,14,11,17,13,-,-,+6,-,+7,-,30,-,-,-,-,-,M,A,humanoid,MPMM
248,Galsariad Ardyth (Tier 3),90,20d8,-,17,-,8,8,14,10,20,15,12,-,-,-,+8,+5,-,30,30,-,-,-,True,M,N,humanoid,CRCotN
1221,Sea Horse,1,1d4 - 1,-,11,-,0,1,12,8,1,10,2,-,-,-,-,-,-,-,-,20,-,-,-,T,U,beast,MM
1386,Dolphin,11,2d8 + 2,-,12,-,1/8,14,13,13,6,12,7,-,-,-,-,-,-,0,-,60,-,-,-,M,U,beast,MPMM
750,Goblin Gang Member,10,3d6,-,14,-,1/4,8,16,10,10,10,8,-,-,-,-,-,-,30,-,-,-,-,-,S,NE,humanoid,KKW
1542,Titivilus,150,20d8 + 60,-,20,-,16,19,22,17,24,22,26,-,+11,+8,-,+11,+13,40,60,-,-,-,-,M,LE,fiend,MPMM
1638,Armanite,84,8d10 + 40,-,16,-,7,21,18,21,8,12,13,-,-,-,-,-,-,60,-,-,-,-,-,L,CE,fiend,MTF
2123,Quandrix Professor of Substance,104,16d8 + 32,-,12,-,7,11,14,14,19,14,13,-,-,+5,+7,+5,+4,30,-,-,-,-,-,"S, M",A,humanoid,SCC
42,Chukka,13,3d8,-,13,-,1/4,10,16,10,11,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,CN,humanoid,BGDIA
2754,Zarak,37,5d8 + 15,-,14,-,2,13,16,16,11,15,6,-,+5,-,+2,-,-,30,-,-,-,-,-,M,CE,humanoid,WBtW
367,Karrnathi Undead Soldier,52,7d8 + 21,-,17,-,3,16,14,16,12,13,5,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,undead,ERLW
340,Shadowghast,49,9d8 + 9,-,15,-,5,14,20,12,12,11,8,-,-,-,-,-,-,35,-,-,-,-,-,M,CE,undead,EGW
58,Iron Consul,45,6d8 + 18,-,16,-,2,17,11,16,12,15,16,-,-,-,-,+4,-,30,-,-,-,-,-,M,LE,humanoid,BGDIA
855,Mite,7,2d6,-,12,-,1/4,7,14,11,10,8,13,-,-,-,-,-,-,30,-,-,10,30,-,S,LE,fey,MFF
1704,Leviathan,328,16d20 + 160,-,17,-,20,30,24,30,2,18,17,-,-,-,-,+10,+9,40,-,120,-,-,-,G,N,elemental,MTF
2879,Fidelio,80,10d8,-,11,-,4,7,13,10,10,12,17,-,-,-,-,-,-,0,40,-,-,-,True,M,A,undead,WDMM
2581,Kobold Scale Sorcerer,27,5d6 + 10,-,15,-,1,7,15,14,10,9,14,-,-,-,-,-,-,30,-,-,-,-,-,S,LE,humanoid,VGM
2710,Campestri,2,1d4,-,12,-,0,1,7,10,4,10,8,-,-,-,-,-,-,5,-,-,-,-,-,T,U,plant,WBtW
127,Anastrasya Karelova,82,11d8 + 33,-,15,-,5,16,16,16,11,10,12,-,+6,-,-,+3,-,30,-,-,-,-,-,M,NE,undead,CoS
1492,Ogre Battering Ram,76,9d10 + 27,-,11,-,4,19,8,16,5,7,7,-,-,-,-,-,-,40,-,-,-,-,-,L,CE,giant,MPMM
2474,River Mist,40,9d8,-,14,-,1,10,17,11,13,14,15,-,-,-,-,-,-,30,-,-,-,20,-,M,CG,humanoid,ToA
881,Adult Red Dragon,256,19d12 + 133,-,19,-,17,27,10,25,16,13,21,-,+6,+13,-,+7,+11,40,80,-,-,40,-,H,CE,dragon,MM
2179,Hellenhild,138,12d12 + 60,-,15,-,8,23,9,21,9,10,12,-,-,+8,-,+3,+4,40,-,-,-,-,-,H,NE,giant,SKT
422,Deep Dragon Wyrmling,27,5d8 + 5,-,15,-,1,14,11,12,11,12,13,-,+2,+3,-,+3,+3,30,60,30,15,-,-,M,NE,dragon,FTD
2364,Reduced-Threat Black Pudding,85,10d10 + 30,-,7,-,4,16,5,16,1,6,1,-,-,-,-,-,-,20,-,-,-,20,-,L,U,ooze,TftYP
1833,Lords' Alliance Guard,11,2d8 + 2,-,16,-,1/4,14,12,12,10,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,CG,humanoid,OotA
2619,Swarm of Cranium Rats,36,8d8,-,12,-,5,9,14,10,15,11,14,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,beast,VGM
849,Eye of Fear and Flame,136,16d8 + 64,-,15,-,9,16,14,18,18,17,18,+7,-,+8,-,+7,+8,30,-,-,-,-,-,M,CE,undead,MFF
1490,Nupperibo,11,2d8 + 2,-,13,-,1/2,16,11,13,3,8,1,-,-,-,-,-,-,20,-,-,-,-,-,M,LE,fiend,MPMM
2873,Deformed Duergar,40,4d8 + 4,-,16,-,1,14,11,14,11,10,9,-,-,-,-,-,-,25,-,-,-,-,-,M,LE,humanoid,WDMM
38,Bitter Breath,178,17d10 + 85,-,18,-,11,22,17,21,12,16,17,+10,+7,-,-,+7,+7,20,60,-,-,-,-,L,LE,fiend,BGDIA
2418,Acererak,285,30d8 + 150,-,21,-,23,13,16,20,27,21,20,-,-,+12,+15,+12,-,30,-,-,-,-,-,M,NE,undead,ToA
1178,Piercer,22,3d8 + 9,-,15,-,1/2,10,13,16,1,7,3,-,-,-,-,-,-,5,-,-,-,5,-,M,U,monstrosity,MM
2030,"Lyzandra ""Lyzzie"" Calderos",40,9d8,-,12,-,6,9,14,11,17,12,11,-,-,-,+6,+4,-,30,-,-,-,-,-,M,A,humanoid,PotA
1489,Nilbog,7,2d6,-,13,-,1,8,14,10,10,8,15,-,-,-,-,-,-,30,-,-,-,-,-,S,CN,fey,MPMM
2023,Ghald,102,12d10 + 36,-,15,-,7,19,17,16,14,13,17,-,+6,+6,+5,+4,-,30,-,50,-,-,-,L,LE,humanoid,PotA
1715,Narzugon,112,15d8 + 45,-,20,-,13,20,10,17,16,14,19,-,+5,+8,-,-,+9,30,-,-,-,-,-,M,LE,fiend,MTF
2527,Booyahg Slave of the Fiend,78,12d8 + 24,-,12,-,7,10,14,15,12,12,18,-,-,-,-,+4,+7,30,-,-,-,-,-,M,A,humanoid,VGM
2021,Flamewrath,105,14d8 + 42,-,12,-,6,10,14,16,11,10,16,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,humanoid,PotA
2231,Thane Kayalithica,170,11d12 + 55,-,17,-,7,23,15,20,10,12,14,-,+5,+8,-,+4,-,40,-,-,-,-,-,H,NE,giant,SKT
661,Coldlight Walker,82,11d8 + 33,-,13,-,5,15,10,17,8,10,8,-,-,-,+2,+3,-,30,-,-,-,-,-,M,CE,undead,IDRotF
401,Amethyst Dragon Wyrmling,75,10d8 + 30,-,17,-,4,19,10,17,16,13,17,-,+2,+5,-,+3,+5,30,60,30,-,-,True,M,N,dragon,FTD
2074,Half-Blue Dragon Gladiator,112,15d8 + 45,-,16,-,5,18,15,16,10,12,15,+7,+5,+6,-,-,-,30,-,-,-,-,-,M,A,humanoid,RoT
1467,Marut,432,32d10 + 256,-,22,-,25,28,12,26,19,15,18,-,-,-,+12,+10,+12,40,30,-,-,-,True,L,LN,construct,MPMM
2767,Diatryma,19,3d10 + 3,-,11,-,1/4,14,12,12,2,10,5,-,-,-,-,-,-,50,-,-,-,-,-,L,U,beast,WDH
2651,Boneless,26,4d8 + 8,-,12,-,1,16,14,15,1,10,1,-,-,-,-,-,-,30,-,-,-,-,-,M,-,undead,VRGR
1158,Noble,9,2d8,-,15,-,1/8,11,12,11,12,14,16,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,MM
1101,Ice Devil,180,19d10 + 76,-,18,-,14,21,14,18,18,15,18,-,+7,+9,-,+7,+9,40,-,-,-,-,-,L,LE,fiend,MM
821,"Ssendam, Lord of Madness",299,26d10 + 156,-,19,-,23,20,24,22,20,18,26,-,+14,+13,-,-,+15,30,-,30,-,-,-,L,CE,aberration,MaBJoV
196,Strahd Zombie,30,4d8 + 12,-,8,-,1,13,6,16,3,6,5,-,-,-,-,+0,-,20,-,-,-,-,-,M,U,undead,CoS
54,Harkina Hunt,4,1d8,-,10,-,0,10,10,10,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,BGDIA
348,Vox Seeker,7,2d4 + 2,-,14,-,1/8,2,10,12,1,10,1,-,-,-,-,-,-,20,-,-,-,20,-,T,U,construct,EGW
2541,Darkling,13,3d6 + 3,-,14,-,1/2,9,16,12,10,12,10,-,-,-,-,-,-,30,-,-,-,-,-,S,CN,fey,VGM
1743,Star Spawn Mangler,71,13d8 + 13,-,14,-,5,8,18,12,11,12,7,-,+7,+4,-,-,-,40,-,-,-,40,-,M,CE,aberration,MTF
2298,Dread Warrior,37,5d8 + 15,-,18,-,1,15,11,16,10,12,10,-,-,-,-,+3,-,30,-,-,-,-,-,M,NE,undead,TftYP
1277,Vrock,104,11d10 + 44,-,15,-,6,17,15,18,8,13,8,-,+5,-,-,+4,+2,40,60,-,-,-,-,L,CE,fiend,MM
2362,Reduced-Threat Behir,168,16d12 + 64,-,17,-,11,23,16,18,7,14,12,-,-,-,-,-,-,50,-,-,-,40,-,H,NE,monstrosity,TftYP
1607,Naiad,31,7d8,-,15,-,2,10,16,11,15,10,18,-,-,-,-,-,-,30,-,30,-,-,-,M,CN,fey,MOT
1761,Wastrilith,157,15d10 + 75,-,18,-,13,19,18,21,19,12,14,+9,-,+10,-,-,-,30,-,80,-,-,-,L,CE,fiend,MTF
971,Deep Gnome (Svirfneblin),16,3d6 + 6,-,15,-,1/2,15,14,14,12,10,9,-,-,-,-,-,-,20,-,-,-,-,-,S,NG,humanoid,MM
791,Deep Spider,95,10d12 + 30,-,15,-,7,20,14,16,6,12,4,-,-,-,-,-,-,30,-,-,-,30,-,H,U,beast,MaBJoV
2315,Giant Ice Toad,52,7d10 + 14,-,14,-,3,16,13,14,8,10,6,-,-,-,-,-,-,30,-,-,-,-,-,L,N,monstrosity,TftYP
1229,Slaad Tadpole,10,4d4,-,12,-,1/8,7,15,10,3,5,3,-,-,-,-,-,-,30,-,-,-,-,-,T,CN,aberration,MM
386,Valenar Steed,22,3d10 + 6,-,13,-,1/2,14,16,14,10,15,11,-,-,-,-,-,-,60,-,-,-,-,-,L,N,fey,ERLW
1701,Iron Cobra,45,7d8 + 14,-,13,-,4,12,16,14,3,10,1,-,-,-,-,-,-,30,-,-,-,-,-,M,U,construct,MTF
2454,Jobal,16,3d8 + 3,-,13,-,1/2,11,14,12,11,13,11,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,humanoid,ToA
2862,Awakened Giant Wasp,13,3d8,-,12,-,1/2,10,14,10,1,10,3,-,-,-,-,-,-,10,50,-,-,-,-,M,U,beast,WDMM
2084,Neronvain,117,18d8 + 36,-,17,-,9,8,17,15,16,13,18,-,-,+6,-,+5,-,30,-,-,-,-,-,M,NE,humanoid,RoT
2333,Irisoth,4,1d8,-,10,-,0,10,10,10,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,TftYP
91,Chwinga,5,2d4,-,15,-,0,1,20,10,14,16,16,-,-,-,-,-,-,20,-,20,-,20,-,T,N,elemental,CM
485,Blistercoil Weird,45,7d8 + 14,-,13,-,4,16,16,15,5,10,7,-,-,-,-,-,-,40,-,60,-,-,-,M,CN,elemental,GGR
2716,Envy,114,12d10 + 48,-,19,-,5,20,11,18,2,12,7,-,-,-,-,-,-,40,-,-,-,-,-,L,U,monstrosity,WBtW
325,Husk Zombie,37,5d8 + 15,-,10,-,1,16,10,16,3,6,5,-,-,+5,-,+0,-,35,-,-,-,-,-,M,NE,undead,EGW
2455,Kamadan,67,9d10 + 18,-,13,-,4,16,16,14,3,14,10,-,-,-,-,-,-,30,-,-,-,-,-,L,U,monstrosity,ToA
1954,Boulderfoot Giant,126,11d12 + 55,-,17,-,7,23,15,20,10,12,9,-,+5,+8,-,+4,-,40,-,-,-,-,-,H,N,giant,PSZ
2560,Froghemoth,184,16d12 + 80,-,14,-,10,23,13,20,2,12,5,-,-,+9,-,+5,-,30,-,30,-,-,-,H,U,monstrosity,VGM
936,Brown Bear,34,4d10 + 12,-,11,-,1,19,10,16,2,13,7,-,-,-,-,-,-,40,-,-,-,30,-,L,U,beast,MM
955,Commoner,4,1d8,-,10,-,0,10,10,10,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,MM
1532,Stone Giant Dreamwalker,161,14d12 + 70,-,18,-,10,23,14,21,10,8,12,-,+6,+9,-,+3,-,40,-,-,-,-,-,H,CN,giant,MPMM
1697,Hellfire Engine,216,16d12 + 112,-,18,-,16,20,16,24,2,10,1,-,+8,-,-,+5,+0,40,-,-,-,-,-,H,LE,construct,MTF
1350,Boneclaw,150,20d10 + 40,-,16,-,12,19,16,15,13,15,9,-,+7,+6,-,+6,-,40,-,-,-,-,-,L,CE,undead,MPMM
302,Aeorian Absorber,171,18d10 + 72,-,15,-,10,21,18,18,6,14,8,-,-,-,-,+6,+3,40,-,-,-,-,-,L,NE,monstrosity,EGW
998,Erinyes,153,18d8 + 72,-,18,-,12,18,16,18,14,14,18,-,+7,+8,-,+6,+8,30,60,-,-,-,-,M,LE,fiend,MM
1902,Angel of Amonkhet,136,16d8 + 64,-,17,-,10,18,18,18,17,20,20,-,-,-,-,+9,+9,30,90,-,-,-,-,M,LG,celestial,PSA
775,Gar Shatterkeel,144,17d8 + 68,-,17,-,15,16,16,18,12,20,14,-,-,-,-,-,-,30,-,30,-,-,-,M,NE,humanoid,LR
356,Dolgrim,13,3d6 + 3,-,15,-,1/2,15,14,12,8,10,8,-,-,-,-,-,-,30,-,-,-,-,-,S,CE,aberration,ERLW
1119,Lamia,97,13d10 + 26,-,13,-,4,16,13,15,14,15,16,-,-,-,-,-,-,30,-,-,-,-,-,L,CE,monstrosity,MM
2547,Devourer,178,17d10 + 85,-,16,-,13,20,12,20,13,10,16,-,-,-,-,-,-,30,-,-,-,-,-,L,CE,fiend,VGM
1678,Earth Elemental Myrmidon,127,17d8 + 51,-,18,-,7,18,10,17,8,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,N,elemental,MTF
66,Necromite of Myrkul,13,2d8 + 4,-,11,-,1/2,10,13,15,16,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,humanoid,BGDIA
537,"Rakdos Performer, Fire Eater",22,4d8 + 4,-,13,-,1,13,17,12,10,8,15,-,+5,-,-,-,+4,40,-,-,-,30,-,M,CE,humanoid,GGR
997,Empyrean,313,19d12 + 190,-,22,-,23,30,21,30,21,22,27,+17,-,-,+12,+13,+15,50,50,50,-,-,-,H,"CG, NE",celestial,MM
465,Silver Greatwyrm,565,29d20 + 261,-,22,-,28,30,16,29,21,22,30,-,+11,+17,+13,+14,+18,60,120,60,60,-,-,G,LG,dragon,FTD
1243,Storm Giant,230,20d12 + 100,-,16,-,13,29,14,20,16,18,18,+14,-,+10,-,+9,+9,50,-,50,-,-,-,H,CG,giant,MM
1455,Kobold Dragonshield,44,8d6 + 16,-,15,-,1,12,15,14,8,9,10,-,-,-,-,-,-,20,-,-,-,-,-,S,A,dragon,MPMM
1912,River Serpent,60,8d12 + 8,-,12,-,2,19,14,12,1,10,3,-,-,-,-,-,-,30,-,30,-,-,-,H,U,beast,PSA
2574,Hobgoblin Devastator,45,7d8 + 14,-,13,-,4,13,12,14,16,13,11,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,humanoid,VGM
2613,Slithering Tracker,32,5d8 + 10,-,14,-,3,16,19,15,10,14,11,-,-,-,-,-,-,30,-,30,-,30,-,M,CE,ooze,VGM
130,Armored Saber-Toothed Tiger,84,7d10 + 14,-,17,-,3,18,14,15,3,12,8,-,-,-,-,-,-,40,-,-,-,-,-,L,U,beast,CoS
862,"Ygorl, Lord of Entropy",325,26d10 + 182,-,20,-,23,24,18,24,20,16,26,+14,-,+14,-,-,+15,40,-,40,-,40,-,L,CN,aberration,MFF
1916,Soulstinger Demon,142,15d10 + 60,-,19,-,9,18,16,18,13,14,16,-,-,-,+5,+6,+7,40,40,-,-,-,-,L,LE,fiend,PSA
1858,The Pudding King,49,9d6 + 18,-,13,-,4,10,16,14,12,8,17,-,-,+6,-,-,+7,30,-,-,-,-,-,S,CE,humanoid,OotA
817,Sarevok,119,14d8 + 56,-,21,-,15,20,10,18,11,16,14,-,-,+9,-,+8,-,30,-,-,-,-,-,M,NE,humanoid,MaBJoV
1536,Swarm of Rot Grubs,22,5d8,-,8,-,1/2,2,7,10,1,2,1,-,-,-,-,-,-,5,-,-,-,5,-,M,U,beast,MPMM
1049,Giant Toad,39,6d10 + 6,-,11,-,1,15,13,13,2,10,3,-,-,-,-,-,-,20,-,40,-,-,-,L,U,beast,MM
223,Aloysia Telfan,66,12d8 + 12,-,12,-,2,10,14,12,14,10,16,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,humanoid,CRCotN
2261,Adult Red Dracolich,256,19d12 + 133,-,19,-,17,27,10,25,16,13,21,-,+6,+13,-,+7,+11,40,80,-,-,40,-,H,CE,dragon,TCE
2844,Willifort Crowelle,52,8d8 + 16,-,14,-,3,11,18,14,11,12,14,-,-,-,-,-,-,30,-,-,-,-,-,M,N,monstrosity,WDH
878,Adult Copper Dragon,184,16d12 + 80,-,18,-,14,23,12,21,18,15,17,-,+6,+10,-,+7,+8,40,80,-,-,40,-,H,CG,dragon,MM
2097,Beledros Witherbloom,444,24d20 + 192,-,22,-,24,28,14,27,18,28,17,-,+9,+15,-,+16,+10,40,80,40,-,-,-,G,NG,dragon,SCC
1648,Bronze Scout,18,4d8,-,13,-,1,10,16,11,3,14,1,-,-,-,-,-,-,30,-,-,30,-,-,M,U,construct,MTF
1332,Armanite,94,9d10 + 45,-,16,-,7,21,18,21,8,12,13,-,-,-,-,-,-,60,-,-,-,-,-,L,CE,fiend,MPMM
2761,Barnibus Blastwind,24,7d8 - 7,-,10,-,2,9,10,9,17,15,11,-,-,-,+5,+4,-,30,-,-,-,-,-,M,LG,humanoid,WDH
467,Topaz Dragon Wyrmling,33,6d8 + 6,-,16,-,2,15,12,13,14,13,14,-,+3,+3,-,+3,+4,30,60,30,-,-,-,M,CN,dragon,FTD
2681,Vampiric Mind Flayer,85,10d8 + 40,-,15,-,5,18,18,18,5,15,18,-,+7,-,+0,+5,+7,30,-,-,-,30,-,M,-,undead,VRGR
1102,Ice Mephit,21,6d6,-,11,-,1/2,7,13,10,9,11,12,-,-,-,-,-,-,30,30,-,-,-,-,S,NE,elemental,MM
1980,Spirit,45,10d8,-,11,-,4,7,13,10,10,12,17,-,-,-,-,-,-,0,40,-,-,-,True,M,A,undead,PSZ
1367,Corpse Flower,127,15d10 + 45,-,12,-,8,14,14,16,7,15,3,-,-,-,-,-,-,20,-,-,-,20,-,L,CE,plant,MPMM
569,Giant Sea Eel,19,3d10 + 3,-,14,-,1/2,11,14,12,7,10,7,-,+4,-,-,-,-,0,-,40,-,-,-,L,U,beast,GoS
518,Indentured Spirit,13,3d8,-,11,-,1,7,13,10,10,12,11,-,-,-,-,-,-,0,40,-,-,-,True,M,A,undead,GGR
1682,Female Steeder,30,4d10 + 8,-,14,-,1,15,16,14,2,10,3,-,-,-,-,-,-,30,-,-,-,30,-,L,U,monstrosity,MTF
910,Balor,262,21d12 + 126,-,19,-,19,26,15,22,20,16,22,+14,-,+12,-,+9,+12,40,80,-,-,-,-,H,CE,fiend,MM
94,Corrupted Avatar of Lurue,90,12d10 + 24,-,14,-,8,18,14,15,11,17,16,-,-,-,+3,+6,+6,50,50,-,-,-,True,L,-,monstrosity,CM
609,Skeletal Juggernaut,142,19d10 + 38,-,13,-,5,16,14,15,6,8,5,-,-,-,-,-,-,30,-,-,-,-,-,L,LE,undead,GoS
808,Mephistopheles,460,40d10 + 240,-,21,-,27,22,23,22,30,28,26,-,-,-,+18,+17,+16,40,100,-,-,-,-,L,LE,fiend,MaBJoV
1331,Archer,75,10d8 + 30,-,16,-,3,11,18,16,11,13,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,MPMM
2028,Hurricane,33,6d8 + 6,-,14,-,2,12,16,13,10,12,10,-,-,-,-,-,-,45,-,-,-,-,-,M,LE,humanoid,PotA
349,Yinra Emberwind,16,3d8 + 3,-,15,-,1/2,11,16,12,14,13,11,-,-,-,-,-,-,30,-,-,-,-,-,M,NG,humanoid,EGW
1925,Flight Goldnight Angel,136,16d8 + 64,-,17,-,11,18,18,18,17,20,20,-,-,-,-,+9,+9,30,90,-,-,-,-,M,LG,celestial,PSI
1872,Young Basilisk,22,4d6 + 8,-,13,-,1,13,8,15,2,8,7,-,-,-,-,-,-,15,-,-,-,-,-,S,U,monstrosity,OotA
2210,Orlekto,230,20d12 + 100,-,16,-,13,29,14,20,16,18,18,+14,-,+10,-,+9,+9,50,-,50,-,-,-,H,CE,giant,SKT
278,Scribble,22,4d8 + 4,-,11,-,1,10,12,12,16,12,10,-,-,-,+5,-,-,30,-,-,-,-,-,M,A,humanoid,CRCotN
2751,Will-o'-Wells,22,9d4,-,19,-,2,1,28,10,13,14,11,-,-,-,-,-,-,0,50,-,-,-,True,T,CG,undead,WBtW
15,Phoenix Anvil,27,5d8 + 5,-,18,-,2,15,10,12,13,16,13,-,-,-,-,-,-,30,-,-,-,-,-,M,LN,humanoid,AI
2538,Conjurer,40,9d8,-,12,-,6,9,14,11,17,12,11,-,-,-,+6,+4,-,30,-,-,-,-,-,M,A,humanoid,VGM
708,Snow Golem,39,6d8 + 12,-,8,-,3,15,6,14,1,6,1,-,-,-,-,-,-,10,-,-,-,-,-,M,U,construct,IDRotF
606,Sauriv,9,2d8,-,13,-,1/8,11,12,11,12,18,16,-,-,-,-,-,-,30,-,-,-,-,-,M,LN,humanoid,GoS
2327,Hill Giant Sergeant,115,10d12 + 40,-,16,-,5,21,8,19,5,9,6,-,-,-,-,-,-,40,-,-,-,-,-,H,CE,giant,TftYP
2918,Rowboat Mimic,67,9d10 + 18,-,12,-,2,17,12,15,5,13,8,-,-,-,-,-,-,15,-,-,-,-,-,L,N,monstrosity,WDMM
1320,Adult Kruthik,39,6d8 + 12,-,18,-,2,15,16,15,7,12,8,-,-,-,-,-,-,40,-,-,20,40,-,M,U,monstrosity,MPMM
1286,Wererat,33,6d8 + 6,-,12,-,2,10,15,12,11,10,8,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,humanoid,MM
24,Greater Shadow Horror,170,20d12 + 40,-,13,-,12,14,16,14,2,17,18,-,-,-,-,-,-,40,-,-,-,-,-,H,NE,aberration,AitFR-THP
1690,Githyanki Supreme Commander,187,22d8 + 88,-,18,-,14,19,17,18,16,16,18,-,-,+9,+8,+8,-,30,-,-,-,-,-,M,LE,humanoid,MTF
496,Counterflux Blastseeker,39,6d8 + 12,-,13,-,2,13,16,15,18,11,14,-,-,+4,-,+2,-,30,-,-,-,-,-,M,CN,humanoid,GGR
669,Galvan Magen,68,8d8 + 32,-,14,-,3,10,18,18,12,10,7,-,-,-,-,-,-,30,30,-,-,-,True,M,U,construct,IDRotF
219,Zuleika Toranescu,58,9d8 + 18,-,11,-,3,15,13,14,10,11,10,-,-,-,-,-,-,-,-,-,-,-,-,M,CE,humanoid,CoS
389,Warforged Titan,125,10d12 + 60,-,20,-,8,23,8,22,3,11,1,-,-,-,-,-,-,40,-,-,-,-,-,H,LN,construct,ERLW
2106,Inkling Mascot,18,4d4 + 8,-,13,-,1/4,10,16,14,6,7,11,-,-,-,-,-,-,10,30,-,-,-,True,T,N,ooze,SCC
764,Ash Zombie,22,3d8 + 9,-,8,-,1/4,13,6,16,3,6,5,-,-,-,-,+0,-,20,-,-,-,-,-,M,NE,undead,LMoP
1160,Nycaloth,123,13d10 + 52,-,18,-,9,20,11,19,12,10,15,-,-,-,-,-,-,40,60,-,-,-,-,L,NE,fiend,MM
84,Ulder Ravengard,112,15d8 + 45,-,20,-,5,17,14,16,11,10,17,-,-,+6,-,+3,-,25,-,-,-,-,-,M,N,humanoid,BGDIA
294,Don-Jon Raskin,44,8d8 + 8,-,10,-,1/2,11,10,13,12,10,14,-,+2,+3,-,-,-,30,-,-,-,-,-,M,N,humanoid,DIP
99,Grippli Warrior,13,3d6 + 3,-,12,-,1/4,10,15,12,10,14,10,-,-,-,-,-,-,30,-,30,-,30,-,S,-,humanoid,CM
2711,Clapperclaw the Scarecrow,14,4d6,-,12,-,1/2,14,13,11,7,10,10,-,-,-,-,-,-,25,-,-,-,-,-,S,LN,construct,WBtW
826,Tiberius Inuus,102,12d8 + 48,-,18,-,9,18,12,18,11,11,16,-,-,+8,-,+4,-,30,-,-,-,-,-,M,LG,humanoid,MaBJoV
194,Stella Wachter,4,1d8,-,10,-,0,10,10,10,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,CG,humanoid,CoS
514,Hybrid Flier,39,6d8 + 12,-,13,-,2,12,16,14,11,10,11,-,-,-,-,-,-,30,40,-,-,-,-,M,NG,humanoid,GGR
438,Dragonborn of Sardior,75,10d8 + 30,-,17,-,6,14,16,17,18,14,12,-,-,+6,+7,+5,+4,30,30,-,-,-,True,M,N,humanoid,FTD
2338,Kelpie,67,9d8 + 27,-,14,-,4,14,14,16,7,12,10,-,-,-,-,-,-,10,-,30,-,-,-,M,NE,plant,TftYP
1351,Brontosaurus,121,9d20 + 27,-,15,-,5,21,9,17,2,10,7,-,-,+6,-,-,-,30,-,-,-,-,-,G,U,beast,MPMM
1759,Vampiric Mist,30,4d8 + 12,-,13,-,3,6,16,16,6,12,7,-,-,-,-,+3,-,0,30,-,-,-,True,M,CE,undead,MTF
2360,Reduced-Threat Aboleth,135,18d10 + 36,-,17,-,10,21,9,15,18,15,18,-,-,+6,+8,+6,-,10,-,40,-,-,-,L,LE,aberration,TftYP
362,Hashalaq Quori,99,18d8 + 18,-,17,-,9,12,14,13,18,16,18,-,-,-,-,+7,+8,40,-,-,-,-,-,M,LE,aberration,ERLW
2803,Maxeene,19,3d10 + 3,-,10,-,1/4,18,10,12,10,11,7,-,-,-,-,-,-,40,-,-,-,-,-,L,U,beast,WDH
2342,Kobold Commoner,3,1d6,-,10,-,0,10,10,10,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,TftYP
1261,Triceratops,95,10d12 + 30,-,13,-,5,22,9,17,2,11,5,-,-,-,-,-,-,50,-,-,-,-,-,H,U,beast,MM
2168,Duchess Brimskarda,162,13d12 + 78,-,16,-,9,25,9,23,14,14,13,-,+3,+10,-,-,+5,30,-,-,-,-,-,H,LE,giant,SKT
1181,Planetar,200,16d10 + 112,-,19,-,16,24,20,24,19,22,25,-,-,+12,-,+11,+12,40,120,-,-,-,-,L,LG,celestial,MM
740,Skeletal Two-Headed Owlbear,59,7d10 + 21,-,13,-,3,20,12,17,3,12,7,-,-,-,-,-,-,40,-,-,-,-,-,L,U,undead,IMR
2383,Reduced-Threat Vrock,104,11d10 + 44,-,15,-,6,17,15,18,8,13,8,-,+5,-,-,+4,+2,40,60,-,-,-,-,L,CE,fiend,TftYP
2007,Cavil Zaltobar,40,9d8,-,12,-,6,9,14,11,17,12,11,-,-,-,+6,+4,-,30,-,-,-,-,-,M,A,humanoid,PotA
2460,Liara Portyr,84,13d8 + 26,-,15,-,4,16,12,15,14,14,16,-,-,+4,-,+4,-,30,-,-,-,-,-,M,LE,humanoid,ToA
1149,Mummy,58,9d8 + 18,-,11,-,3,16,8,15,6,10,12,-,-,-,-,+2,-,20,-,-,-,-,-,M,LE,undead,MM
1705,Male Steeder,13,2d8 + 4,-,12,-,1/4,15,12,14,2,10,3,-,-,-,-,-,-,30,-,-,-,30,-,M,U,monstrosity,MTF
